aid,bvid,title,comment,clean_comment,sentiment_score,sentiment_label
116165779199243,BV13ZAZz6EG9,我好像买到了一只星期猫,救猫你是这个👍🏻，网购你是这个👎🏻,救猫你是这个👍🏻，网购你是这个👎🏻,0.17882019982992514,负向
116165779199243,BV13ZAZz6EG9,我好像买到了一只星期猫,Up的评论区堪比天使与恶魔的神战[笑哭],Up的评论区堪比天使与恶魔的神战[笑哭],0.991759108249566,正向
116165779199243,BV13ZAZz6EG9,我好像买到了一只星期猫,难绷，你说他有爱心，他不收养流浪猫去买猫贩子的猫。你说他没爱心，他花钱治。我怀疑他是导演,难绷，你说他有爱心，他不收养流浪猫去买猫贩子的猫。你说他没爱心，他花钱治。我怀疑他是导演,0.9860566366863792,正向
116170543863736,BV115PvzeEy2,非得今儿个走啊,隔壁是有广的，在这边:撇了！就说爽不爽,隔壁是有广的，在这边:撇了！就说爽不爽,0.09054427212190985,负向
116170543863736,BV115PvzeEy2,非得今儿个走啊,这次更新了，下次在更新就是中秋节了[无语][无语],这次更新了，下次在更新就是中秋节了[无语][无语],0.015851660478343965,负向
116170543863736,BV115PvzeEy2,非得今儿个走啊,拍短视频拍成这样也是挺有追求的了,拍短视频拍成这样也是挺有追求的了,0.6285223457264472,正向
116162104918386,BV16uARz1EUo,《这波贪了》,八個鴨肉[doge_金箍][doge_金箍],八個鴨肉[doge_金箍][doge_金箍],0.4145834559858378,中性
116162104918386,BV16uARz1EUo,《这波贪了》,这一波其实是男生不小心往前摔倒，女主赶紧用自己的包给他拉起来，并且拍了拍身上的灰。让我们给这种善良行为点赞,这一波其实是男生不小心往前摔倒，女主赶紧用自己的包给他拉起来，并且拍了拍身上的灰。让我们给这种善良行为点赞,0.6237059334922381,正向
116162104918386,BV16uARz1EUo,《这波贪了》,你冲刺都没能把包从她手里抢走，反而被她拽倒，你真不开始考虑逃吗,你冲刺都没能把包从她手里抢走，反而被她拽倒，你真不开始考虑逃吗,0.3107461996653901,负向
116164621504382,BV1EZAozDEA6,爱在一生中占多少百分比,兄弟们我先跳了。我家从小就是小三和我爸爸妈住一起，我睡过道。,兄弟们我先跳了。我家从小就是小三和我爸爸妈住一起，我睡过道。,0.13402650026104979,负向
116164621504382,BV1EZAozDEA6,爱在一生中占多少百分比,别翻了，我也不爱你,别翻了，我也不爱你,0.526214540833367,中性
116164621504382,BV1EZAozDEA6,爱在一生中占多少百分比,"我很害怕做决定，当我七岁爸妈让我在他们之间挑一个人时，我愣了很久 最后选了妈妈，没过几秒爸爸就怒骂着让我们一家滚出去。但事实上我只是在茶几上写作业，他进屋就开始打骂我，用非常粗暴的言语质问我为什么在茶几上写作业，凶器是我在景区求着他们给我买的金箍棒。搬走后很长一段时间我没有再见到他。后面我才知道他家暴，出轨我妈，家暴导致我妈一只耳朵听力很差。

我喜欢顺着别人来，因为我不想做决定，我怕决定的后果，所以我很透明。这种时候有人稍微向我搭话，关心我一下，我就会把所有事都告诉它，告诉它我好累，当然结局是一样的，它不会感兴趣，之后就不会再跟我有交集。社交开始困难，睡眠质量也不太好，我感觉我有精神问题，想让我妈带我去查一查，我想解决。结果是重度焦虑和重度抑郁，躯体化什么的，甚至有一个测智商的我才拿了10/100。我拿着报告出来都笑了，我不觉得自己多聪明，但出来单子时我还是没绷住。医生看了一眼单子就开始下结论说我是网瘾，不运动才这样，但我甚至没说话，我妈也只是站在旁边听。我初中上的衡水，虽然是分校，但也是军事化管理，手机周天下午返校交，周六中午放假发，周六下午作业写完就周天早上能玩会。觉得荒唐的我在听完医生说话药也没开就走了，我不信那个医生。我拿着测试单找了个脑科医院，为了让医生开点帮助睡眠的药物，跟安眠药差不多。
后来我不在意人际关系了，焦虑就让大脑强制忘掉内容，这也导致我有点脑雾。 身体不知道为什么又开始严重过敏，一过敏就是六年，经常挠到流血才能缓解。身心俱疲。我没想过自杀，我妈有心脏病，她没有抛下我，因为她爱我，我不想她难过。
爱你们",我很害怕做决定，当我七岁爸妈让我在他们之间挑一个人时，我愣了很久 最后选了妈妈，没过几秒爸爸就怒骂着让我们一家滚出去。但事实上我只是在茶几上写作业，他进屋就开始打骂我，用非常粗暴的言语质问我为什么在茶几上写作业，凶器是我在景区求着他们给我买的金箍棒。搬走后很长一段时间我没有再见到他。后面我才知道他家暴，出轨我妈，家暴导致我妈一只耳朵听力很差。 我喜欢顺着别人来，因为我不想做决定，我怕决定的后果，所以我很透明。这种时候有人稍微向我搭话，关心我一下，我就会把所有事都告诉它，告诉它我好累，当然结局是一样的，它不会感兴趣，之后就不会再跟我有交集。社交开始困难，睡眠质量也不太好，我感觉我有精神问题，想让我妈带我去查一查，我想解决。结果是重度焦虑和重度抑郁，躯体化什么的，甚至有一个测智商的我才拿了10/100。我拿着报告出来都笑了，我不觉得自己多聪明，但出来单子时我还是没绷住。医生看了一眼单子就开始下结论说我是网瘾，不运动才这样，但我甚至没说话，我妈也只是站在旁边听。我初中上的衡水，虽然是分校，但也是军事化管理，手机周天下午返校交，周六中午放假发，周六下午作业写完就周天早上能玩会。觉得荒唐的我在听完医生说话药也没开就走了，我不信那个医生。我拿着测试单找了个脑科医院，为了让医生开点帮助睡眠的药物，跟安眠药差不多。 后来我不在意人际关系了，焦虑就让大脑强制忘掉内容，这也导致我有点脑雾。 身体不知道为什么又开始严重过敏，一过敏就是六年，经常挠到流血才能缓解。身心俱疲。我没想过自杀，我妈有心脏病，她没有抛下我，因为她爱我，我不想她难过。 爱你们,0.9121536921417391,正向
116163497433167,BV1MEAdzbEwF,坏人6,皇哥，竟然是这样的人...在摄像头面前公然做出露骨行为......,皇哥，竟然是这样的人...在摄像头面前公然做出露骨行为......,0.1038654221262868,负向
116163497433167,BV1MEAdzbEwF,坏人6,能不能拍谋权篡位，不要做挑战这些系列，都多久没拍了[委屈],能不能拍谋权篡位，不要做挑战这些系列，都多久没拍了[委屈],0.7197884196420548,正向
116163497433167,BV1MEAdzbEwF,坏人6,马哥没选题了不用怕，看自己以前的视频就好了[星星眼],马哥没选题了不用怕，看自己以前的视频就好了[星星眼],0.13712867528274453,负向
116162742454938,BV1N7A9zHE6a,伊朗是真完蛋,https://b23.tv/mall-T81Zd-7ZhHy 妙界肩颈按摩仪至尊版真是我用过最像人手的按摩仪！上抓脖颈肉下推斜方肌，手法不输老师傅！插扣设计解放双手，而且全身能按，还升级了艾灸碳深度热敷，皮面也很精致，适用送礼都不错！送运费险两年质保，品牌诚意十足！,妙界肩颈按摩仪至尊版真是我用过最像人手的按摩仪！上抓脖颈肉下推斜方肌，手法不输老师傅！插扣设计解放双手，而且全身能按，还升级了艾灸碳深度热敷，皮面也很精致，适用送礼都不错！送运费险两年质保，品牌诚意十足！,0.9998858209911771,正向
116162742454938,BV1N7A9zHE6a,伊朗是真完蛋,我发现懂子很像纳尔，时不时就变大爆发一波，但大部分时间还是在玩自己的回旋镖,我发现懂子很像纳尔，时不时就变大爆发一波，但大部分时间还是在玩自己的回旋镖,0.5405479818671063,中性
116162742454938,BV1N7A9zHE6a,伊朗是真完蛋,"多亏有懂王
时政素材天天有
评论天天发",多亏有懂王 时政素材天天有 评论天天发,0.9726742446627785,正向
116169990342271,BV1cuPKzjEC1,创作素材 or 未完待续？，浅谈周杰伦田馥甄未来走向，JH或将在2026年迎来大结局？,time will tell，………这个time不会是up吧[笑哭][笑哭],time will tell，………这个time不会是up吧[笑哭][笑哭],0.9954655413776012,正向
116169990342271,BV1cuPKzjEC1,创作素材 or 未完待续？，浅谈周杰伦田馥甄未来走向，JH或将在2026年迎来大结局？,"啊，对!对!对!,up就是这样~","啊，对!对!对!,up就是这样~",0.5,中性
116169990342271,BV1cuPKzjEC1,创作素材 or 未完待续？，浅谈周杰伦田馥甄未来走向，JH或将在2026年迎来大结局？,感觉和前几期最大的差别是up主敢于下判断了,感觉和前几期最大的差别是up主敢于下判断了,0.8860523790414222,正向
116163816260819,BV1BdARz5EJp,瓜 摊 斗 舞,有点东西 这个段子开发还不足1%,有点东西 这个段子开发还不足1%,0.6042828046024814,正向
116163816260819,BV1BdARz5EJp,瓜 摊 斗 舞,视频是 AI 做的，但 AI 做不出这样的视频,视频是 AI 做的，但 AI 做不出这样的视频,0.5106056246215577,中性
116163816260819,BV1BdARz5EJp,瓜 摊 斗 舞,UP主，你好啊，抖音有不少人盗用你的视频，没有标明来处，我发现后告诉你一声,UP主，你好啊，抖音有不少人盗用你的视频，没有标明来处，我发现后告诉你一声,0.0023223674343154643,负向
116170476751618,BV1b1PvzVE9x,《安全裤事件》,女装大佬！up主当时看到那个不知道啥心情，好奇女装大佬的大不大[笑哭],女装大佬！up主当时看到那个不知道啥心情，好奇女装大佬的大不大[笑哭],0.9843791472153941,正向
116170476751618,BV1b1PvzVE9x,《安全裤事件》,都纹魅魔了，就别穿安全裤了，对得起魅魔吗？还是两个,都纹魅魔了，就别穿安全裤了，对得起魅魔吗？还是两个,0.9999790297899198,正向
116170476751618,BV1b1PvzVE9x,《安全裤事件》,up还是太单纯了，那个43码的脚那里我就觉得不对了，然后不说话我就知道了[doge],up还是太单纯了，那个43码的脚那里我就觉得不对了，然后不说话我就知道了[doge],0.45507699415240455,中性
116151602384923,BV1oMAqzpEj9,人生有很时候不需要意义,就这还敢发b站啊，有本事多画几张让哥们儿看看水平[傲娇],就这还敢发b站啊，有本事多画几张让哥们儿看看水平[傲娇],0.25593699049130514,负向
116151602384923,BV1oMAqzpEj9,人生有很时候不需要意义,这种人最精了，故意看似激怒up实则是在催更,这种人最精了，故意看似激怒up实则是在催更,0.5106126208577735,中性
116151602384923,BV1oMAqzpEj9,人生有很时候不需要意义,"以前：这画的不挺好的吗？
现在：老粉又暴力催更了",以前：这画的不挺好的吗？ 现在：老粉又暴力催更了,0.9152628647141745,正向
116164252404859,BV1PxAZzaE9Y,伊朗表示不会与美国进行谈判，特朗普赢到一半卡住了？,麻薯麻薯，我今天生日，能祝我那四个字嘛[脱单doge]@麻薯波比呀,麻薯麻薯，我今天生日，能祝我那四个字嘛[脱单doge],0.3277120316158544,负向
116164252404859,BV1PxAZzaE9Y,伊朗表示不会与美国进行谈判，特朗普赢到一半卡住了？,https://b23.tv/mall-laUxM-7ZFlG  妙界肩颈按摩仪至尊版真是我用过最像人手的按摩仪！上抓脖颈肉下推斜方肌，手法不输老师傅！插扣设计解放双手，而且全身能按，还升级了艾灸碳深度热敷，皮面也很精致，适用送礼都不错！送运费险两年质保，品牌诚意十足！,妙界肩颈按摩仪至尊版真是我用过最像人手的按摩仪！上抓脖颈肉下推斜方肌，手法不输老师傅！插扣设计解放双手，而且全身能按，还升级了艾灸碳深度热敷，皮面也很精致，适用送礼都不错！送运费险两年质保，品牌诚意十足！,0.9998858209911771,正向
116164252404859,BV1PxAZzaE9Y,伊朗表示不会与美国进行谈判，特朗普赢到一半卡住了？,在无人在意的角落，日本默默顶着美国15%额外关税，5500亿美元对美投资，日元贬值，中国对日本禁运军民两用物资，中日产业全面竞争，对俄罗斯制裁的压力。迎来了伊朗封锁霍尔木兹海峡[笑哭],在无人在意的角落，日本默默顶着美国15%额外关税，5500亿美元对美投资，日元贬值，中国对日本禁运军民两用物资，中日产业全面竞争，对俄罗斯制裁的压力。迎来了伊朗封锁霍尔木兹海峡[笑哭],0.9999999791567067,正向
116170393000105,BV1LePvzQEDb,全球最大机场——但是倒闭了【神奇组织49】,可汗最近在知乎高频率输出，在B站低强度更视频是吧，要倒过来才行，你看你在知乎输出多了又要挨骂了[笑哭],可汗最近在知乎高频率输出，在B站低强度更视频是吧，要倒过来才行，你看你在知乎输出多了又要挨骂了[笑哭],0.8738120043206802,正向
116170393000105,BV1LePvzQEDb,全球最大机场——但是倒闭了【神奇组织49】,"模糊，少一个 糊 字。
可汗的广告我也会仔细看[doge]",模糊，少一个 糊 字。 可汗的广告我也会仔细看[doge],0.14302883424422141,负向
116170393000105,BV1LePvzQEDb,全球最大机场——但是倒闭了【神奇组织49】,可汗上个月在月初更新三期后就没更过了，然后伊朗那里就出事了，到底是去窃取伊朗情报了还是组织伊朗反击了呢[思考],可汗上个月在月初更新三期后就没更过了，然后伊朗那里就出事了，到底是去窃取伊朗情报了还是组织伊朗反击了呢[思考],0.8032340086394393,正向
116170577546260,BV1p7PvzYELc,一声妈妈，一生妈妈,谢谢天琪给我们送来的希望与温暖，非常感动，无论前面的路多难，我都不会放弃，一定会坚持下去，相信过了雾霾就是晴天，希望所有孩子都能健康成长！感恩遇见❤️。,谢谢天琪给我们送来的希望与温暖，非常感动，无论前面的路多难，我都不会放弃，一定会坚持下去，相信过了雾霾就是晴天，希望所有孩子都能健康成长！感恩遇见❤️。,0.9999977823466654,正向
116170577546260,BV1p7PvzYELc,一声妈妈，一生妈妈,天琪，你敢不敢来我们贵州黔东南黎平县挑战一下吃一锅麻辣蝌蚪？真的是用蝌蚪做成的菜，我赌你不敢。[doge],天琪，你敢不敢来我们贵州黔东南黎平县挑战一下吃一锅麻辣蝌蚪？真的是用蝌蚪做成的菜，我赌你不敢。[doge],0.9998898106264814,正向
116170577546260,BV1p7PvzYELc,一声妈妈，一生妈妈,钩织真的不容易变现，非常熟练的情况下勾一个要2-3小时，但出去卖50，很多人都觉得太贵了。现在工业非常发达，很多人对这些东西的心理定价也就十来块钱[笑哭],钩织真的不容易变现，非常熟练的情况下勾一个要2-3小时，但出去卖50，很多人都觉得太贵了。现在工业非常发达，很多人对这些东西的心理定价也就十来块钱[笑哭],0.7179159467134442,正向
116163984100956,BV1YDAZzLEhJ,此人的车技，恐在我之上！,4：46我还以为穿模了呢,4：46我还以为穿模了呢,0.5227015137451689,中性
116163984100956,BV1YDAZzLEhJ,此人的车技，恐在我之上！,没有一条视频是不打广告就离谱[笑哭],没有一条视频是不打广告就离谱[笑哭],0.3221744274052649,负向
116163984100956,BV1YDAZzLEhJ,此人的车技，恐在我之上！,"跟老婆:我差点死外边了
跟家人:一切顺利
跟兄弟:些许风霜罢了",跟老婆:我差点死外边了 跟家人:一切顺利 跟兄弟:些许风霜罢了,0.7809319815761521,正向
116164655128170,BV1dsAozVEbx,堵桥时代迎来大变！护航猛攻哥已吓哭,好像是盗视频的,好像是盗视频的,0.4905003330326353,中性
116164655128170,BV1dsAozVEbx,堵桥时代迎来大变！护航猛攻哥已吓哭,主播你这里舰长到期会毁号吗[doge],主播你这里舰长到期会毁号吗[doge],0.0651829256484392,负向
116164655128170,BV1dsAozVEbx,堵桥时代迎来大变！护航猛攻哥已吓哭,被修了[笑哭],被修了[笑哭],0.6484879984127123,正向
116157843507929,BV1MDP5zJEVr,《元夜十二谈》首曝PV | 十二轮转，月碎傩生,回头🐶卡从三国杀弄几个氪金策划过来就老实了,回头🐶卡从三国杀弄几个氪金策划过来就老实了,0.1208031690578516,负向
116157843507929,BV1MDP5zJEVr,《元夜十二谈》首曝PV | 十二轮转，月碎傩生,我看狗卡真是老糊涂，竟然进军二游，他哪里来的胆识？我看还是各位将军，充太多了，等再开新游，扬我卡威,我看狗卡真是老糊涂，竟然进军二游，他哪里来的胆识？我看还是各位将军，充太多了，等再开新游，扬我卡威,0.5326784345033928,中性
116157843507929,BV1MDP5zJEVr,《元夜十二谈》首曝PV | 十二轮转，月碎傩生,你不会把归龙潮那波离职的人招进去了吧[笑哭],你不会把归龙潮那波离职的人招进去了吧[笑哭],0.08739027235520014,负向
116172020258617,BV1P6PiziEej,今天是周总理诞辰128周年，请停留3秒，向敬爱的周总理献花,"继承先辈遗志！
弘扬先辈精神！
听党的话！跟党走！
强国有我！请党放心！
中华民族的伟大复兴势不可挡！",继承先辈遗志！ 弘扬先辈精神！ 听党的话！跟党走！ 强国有我！请党放心！ 中华民族的伟大复兴势不可挡！,0.9999964512140276,正向
116172020258617,BV1P6PiziEej,今天是周总理诞辰128周年，请停留3秒，向敬爱的周总理献花,为中华之崛起而读书,为中华之崛起而读书,0.9270350343874145,正向
116172020258617,BV1P6PiziEej,今天是周总理诞辰128周年，请停留3秒，向敬爱的周总理献花,人民的好总理！,人民的好总理！,0.8917587013947922,正向
116158833367285,BV183Pjz9E5h,特朗普刺杀哈梅内伊，伊朗要变天了吗？世界会怎么变？,"拉里贾尼是目前实际上的伊朗领导人，下一步应该就是美国和以色列要斩首他。如果杀掉了就再看，如果没杀掉，那么他就会建立禁卫军继承法，事实上的军事领袖凌驾于未来选举出来的最高领袖之上。
现在伊朗进入到了一个大型的CK3，遇到不喜欢的领导人，就一个劲儿暗杀暗杀暗杀直到杀出一个喜欢的……",拉里贾尼是目前实际上的伊朗领导人，下一步应该就是美国和以色列要斩首他。如果杀掉了就再看，如果没杀掉，那么他就会建立禁卫军继承法，事实上的军事领袖凌驾于未来选举出来的最高领袖之上。 现在伊朗进入到了一个大型的CK3，遇到不喜欢的领导人，就一个劲儿暗杀暗杀暗杀直到杀出一个喜欢的……,0.9999996380517513,正向
116158833367285,BV183Pjz9E5h,特朗普刺杀哈梅内伊，伊朗要变天了吗？世界会怎么变？,还得看我骁哥 看了两天抖音不如和我骁哥这一篇快活,还得看我骁哥 看了两天抖音不如和我骁哥这一篇快活,0.5246728556379051,中性
116158833367285,BV183Pjz9E5h,特朗普刺杀哈梅内伊，伊朗要变天了吗？世界会怎么变？,省流：高筑墙、广积粮、缓称王。,省流：高筑墙、广积粮、缓称王。,0.6144730551824755,正向
116164034303766,BV1o1AZzmEqf,如果我在不同年代做时装模特？你最喜欢哪一组？,千禧风格张扬鲜明得非常强劲，独树一帜,千禧风格张扬鲜明得非常强劲，独树一帜,0.9861377961730737,正向
116164034303766,BV1o1AZzmEqf,如果我在不同年代做时装模特？你最喜欢哪一组？,这一波无敌,这一波无敌,0.9029418043186753,正向
116164034303766,BV1o1AZzmEqf,如果我在不同年代做时装模特？你最喜欢哪一组？,1993年[脱单doge],1993年[脱单doge],0.33674668197967084,负向
116164252407674,BV1KxAZzaEoy,动态视频｜重新定价！一键拍出电影感？,什么时候做播放器软件，名字我都想好了，就叫“暴风影音”怎么样[doge],什么时候做播放器软件，名字我都想好了，就叫“暴风影音”怎么样[doge],0.4242285447718551,中性
116164252407674,BV1KxAZzaEoy,动态视频｜重新定价！一键拍出电影感？,啥时候评测这个@影视飓风 [doge],啥时候评测这个 [doge],0.890142453148024,正向
116164252407674,BV1KxAZzaEoy,动态视频｜重新定价！一键拍出电影感？,[惊讶]外面的世界已经发展到这个地步了吗,[惊讶]外面的世界已经发展到这个地步了吗,0.9765729368547198,正向
116164621503595,BV17ZAozDESq,我跟你很熟吗是什么梗【梗指南】,闹大了就不只是三角洲圈子的事了，还会变成整个b站直播区的事故。说白了，直播就是个服务业，这么不把顾客当人，官方还不表态，那以后谁还在你b站充舰长消费。我要是b站就直接把这人封杀献祭了，反正也就几十万粉的小主播,闹大了就不只是三角洲圈子的事了，还会变成整个b站直播区的事故。说白了，直播就是个服务业，这么不把顾客当人，官方还不表态，那以后谁还在你b站充舰长消费。我要是b站就直接把这人封杀献祭了，反正也就几十万粉的小主播,0.0005347321472194411,负向
116164621503595,BV17ZAozDESq,我跟你很熟吗是什么梗【梗指南】,感觉你是那种生气跑到其他地方生闷气改ID，改签名消气结果发现改名要一个月冷却而光速切割的人[米塔_卡带],感觉你是那种生气跑到其他地方生闷气改ID，改签名消气结果发现改名要一个月冷却而光速切割的人[米塔_卡带],0.002460228186243252,负向
116164621503595,BV17ZAozDESq,我跟你很熟吗是什么梗【梗指南】,我怀疑b站开始给他出招了，B站的永久性封禁压根就不是这样的，现在估计就是怂了，想靠装死等热度一过再出来复播，去播原神或者鸣潮，再吃一波二次元的流量，只能说我估计b站想保他，这么一个黑色案例，b战竟然还想保他我不理解。,我怀疑b站开始给他出招了，B站的永久性封禁压根就不是这样的，现在估计就是怂了，想靠装死等热度一过再出来复播，去播原神或者鸣潮，再吃一波二次元的流量，只能说我估计b站想保他，这么一个黑色案例，b战竟然还想保他我不理解。,0.00040885160123771414,负向
116163497433122,BV1MEAdzbEAy,13个简单有趣的小食谱～有手就会系列,不能用微波炉[大哭],不能用微波炉[大哭],0.2248949474214258,负向
116163497433122,BV1MEAdzbEAy,13个简单有趣的小食谱～有手就会系列,香蕉松饼学到了，材料家里基本都有，改天买个香蕉试试,香蕉松饼学到了，材料家里基本都有，改天买个香蕉试试,0.9893679064869488,正向
116163497433122,BV1MEAdzbEAy,13个简单有趣的小食谱～有手就会系列,能不能出一个土豆主题[保佑],能不能出一个土豆主题[保佑],0.7129395552806574,正向
116142190430210,BV1XGAUzJEZB,《崩坏：星穹铁道》火花角色PV——「痴人说梦」,我很少用稳重形容花火,我很少用稳重形容花火,0.6372852976888828,正向
116142190430210,BV1XGAUzJEZB,《崩坏：星穹铁道》火花角色PV——「痴人说梦」,你们假面愚者都是同一个战败姿势的吗？,你们假面愚者都是同一个战败姿势的吗？,0.5441153301641687,中性
116142190430210,BV1XGAUzJEZB,《崩坏：星穹铁道》火花角色PV——「痴人说梦」,"花火啊，不是她害了你，是这个乱世害了你啊（滑动变阻器
恭喜火花可以撑地了",花火啊，不是她害了你，是这个乱世害了你啊（滑动变阻器 恭喜火花可以撑地了,0.4577760741973762,中性
116159219303087,BV1ZRPLzvE3p,疟疾：人类围猎死神的饱和式战争,up和AI关系最差的时候,up和AI关系最差的时候,0.1787840489128334,负向
116159219303087,BV1ZRPLzvE3p,疟疾：人类围猎死神的饱和式战争,不打算做物理视频了吗……疾病相关的没啥兴趣，还是喜欢物理的浩瀚[保卫萝卜_哇],不打算做物理视频了吗……疾病相关的没啥兴趣，还是喜欢物理的浩瀚[保卫萝卜_哇],0.3087292008350013,负向
116159219303087,BV1ZRPLzvE3p,疟疾：人类围猎死神的饱和式战争,评论区依旧伪史论神人聚集,评论区依旧伪史论神人聚集,0.8198916876897113,正向
116163447097599,BV1PpAdzdEqb,斥巨资让好朋友给我买衣服！结果…直接封神！！！,成功的穿搭离不开模特的完美呈现！太喜欢给嫂嫂搭配啦！帮好朋友尝试到不同的风格超级好玩der～希望大家多多给这期视频点赞！我再来返场✌️,成功的穿搭离不开模特的完美呈现！太喜欢给嫂嫂搭配啦！帮好朋友尝试到不同的风格超级好玩der～希望大家多多给这期视频点赞！我再来返场✌️,0.9999312218145266,正向
116163447097599,BV1PpAdzdEqb,斥巨资让好朋友给我买衣服！结果…直接封神！！！,我宣布oo杀死比赛了！我支持oo开号做穿搭博主，或者开一个给公司同事/粉丝改穿搭的系列吧球球了！,我宣布oo杀死比赛了！我支持oo开号做穿搭博主，或者开一个给公司同事/粉丝改穿搭的系列吧球球了！,0.9386745765026531,正向
116163447097599,BV1PpAdzdEqb,斥巨资让好朋友给我买衣服！结果…直接封神！！！,这一期真的太厉害，完美演示衣服是给人穿的，搭配要在人的基础上做，能够看出来oo真的很用心，每一套也特别有小巧思。,这一期真的太厉害，完美演示衣服是给人穿的，搭配要在人的基础上做，能够看出来oo真的很用心，每一套也特别有小巧思。,0.9999210471715541,正向
116165208774452,BV1CoAfzFENH,爆改男粉丝·第二期,主播主播求你了快选我😭😭😭😭😭😭😭,主播主播求你了快选我😭😭😭😭😭😭😭,0.2799650999970501,负向
116165208774452,BV1CoAfzFENH,爆改男粉丝·第二期,他们说我像电棍[生气][生气],他们说我像电棍[生气][生气],0.0951792416151176,负向
116165208774452,BV1CoAfzFENH,爆改男粉丝·第二期,本期封神之作[吃瓜],本期封神之作[吃瓜],0.6009831259847551,正向
116171835703329,BV1RoPiz9Eaj,和你一起吃烤肉的两种人,水牛:来了先喝一升饮料,水牛:来了先喝一升饮料,0.21122475948000963,负向
116171835703329,BV1RoPiz9Eaj,和你一起吃烤肉的两种人,然后茹毛饮血的那个回去就拉了肚子，说这家店不卫生，卖炭翁则觉得这家店味道不好[doge_金箍],然后茹毛饮血的那个回去就拉了肚子，说这家店不卫生，卖炭翁则觉得这家店味道不好[doge_金箍],8.072456636065706e-05,负向
116171835703329,BV1RoPiz9Eaj,和你一起吃烤肉的两种人,吃20年烤肉呕心沥血总结出来的判断肉熟度的焚决：当你觉得没熟的时候，说明还没熟，当你觉得熟了的时候，说明已经熟了，当你觉得糊了的时候，说明肉已经糊了,吃20年烤肉呕心沥血总结出来的判断肉熟度的焚决：当你觉得没熟的时候，说明还没熟，当你觉得熟了的时候，说明已经熟了，当你觉得糊了的时候，说明肉已经糊了,0.16336962000476574,负向
116158934027845,BV1WnPjzmEiP,哈哈哈哈哈哈哈！！,这个赛道在b站真的没有对手了[笑哭],这个赛道在b站真的没有对手了[笑哭],0.9374641300374272,正向
116158934027845,BV1WnPjzmEiP,哈哈哈哈哈哈哈！！,就喜欢看评论区这种没把up当残疾人，也没把up当人的感觉[笑哭][笑哭][笑哭],就喜欢看评论区这种没把up当残疾人，也没把up当人的感觉[笑哭][笑哭][笑哭],0.9786810196761915,正向
116158934027845,BV1WnPjzmEiP,哈哈哈哈哈哈哈！！,我有个问题想问，但是感觉又有点不人道，up你拉屎怎么擦屁股？,我有个问题想问，但是感觉又有点不人道，up你拉屎怎么擦屁股？,0.04325717956491093,负向
116160427202088,BV1MdPjz9EdW,“佩奇，你的刀钝了”,旁白本来就傻，你tm还逗人家[doge_金箍],旁白本来就傻，你tm还逗人家[doge_金箍],0.4062348748202069,中性
116160427202088,BV1MdPjz9EdW,“佩奇，你的刀钝了”,这集总是在“这是广告吗”和“这好像不是广告”之间反复横跳[笑哭],这集总是在“这是广告吗”和“这好像不是广告”之间反复横跳[笑哭],0.20179560936169938,负向
116160427202088,BV1MdPjz9EdW,“佩奇，你的刀钝了”,谁敢信这是派大星的独白的作者[doge],谁敢信这是派大星的独白的作者[doge],0.40261548148090787,中性
116169889552335,BV1nGPKzVEvM,逆天小游戏2151,小奶蛆可爱捏[星星眼],小奶蛆可爱捏[星星眼],0.6308898352126037,正向
116169889552335,BV1nGPKzVEvM,逆天小游戏2151,视频最后be like：,视频最后be like：,0.49549607467128576,中性
116169889552335,BV1nGPKzVEvM,逆天小游戏2151,这玩的像个区一样,这玩的像个区一样,0.4737672181921908,中性
